"cohort","iih","comparator","iih_rate","ctl_rate","HR","p","ph_p","cif3_iih","cif3_ctl","risk_diff_pp","NNH","prevalence_screen"
"Re-matched on dated encounters","67/2571","63/7944","10.85 (8.41 to 13.78)","3.77 (2.90 to 4.83)","2.99 (2.12 to 4.22)",3.986e-10,0.558,2.96,0.99,1.98,51,"at matching"
