"cohort","iih","comparator","iih_rate","ctl_rate","HR","p","ph_p","cif3_iih","cif3_ctl","risk_diff_pp","NNH"
"Re-matched, engaged pool only","56/2532","48/4017","9.21 (6.96 to 11.96)","5.78 (4.26 to 7.66)","1.70 (1.15 to 2.51)",0.007405,0.773,2.49,1.45,1.04,96
