"time_y","beta","lo","hi","hr","hr_lo","hr_hi"
2.46954140999316,0.982582716170531,0.26494673204104,1.70021870030002,2.67134667033138,1.30336154651984,5.47514467658258
2.48049281314168,0.990734071741355,0.273098087611865,1.70837005587085,2.69321075680331,1.31402912848282,5.51995691977988
2.49418206707734,1.00098227133152,0.283346287202024,1.71861825546101,2.72095323057618,1.32756480092941,5.5768174011542
2.54620123203285,1.04058250865398,0.322946524524486,1.75821849278347,2.83086553783938,1.3811914890591,5.80209171342771
2.60917180013689,1.08985577347896,0.372219789349474,1.80749175760845,2.97384513429385,1.45095185001313,6.09514015415686
2.64476386036961,1.11831877171036,0.400682787580874,1.83595475583986,3.05970581272542,1.49284364484032,6.27111867527635
2.71047227926078,1.17196763123294,0.454331647103453,1.88960361536243,3.22833857305848,1.57512029494442,6.61674538493901
2.72689938398357,1.18557316523284,0.467937181103347,1.90320914936233,3.27256200278255,1.59669709678662,6.70738494083159
2.76522929500342,1.21754132806035,0.499905343930863,1.93517731218984,3.37886997969058,1.64856521661139,6.92527188164338
2.79534565366188,1.24276845218196,0.52513246805247,1.96040443631145,3.46519342010469,1.69068279500308,7.10219887150089
