"cohort","iih","comparator","iih_rate","ctl_rate","HR","p","ph_p","cif3_iih","cif3_ctl","risk_diff_pp","NNH","prevalence_screen"
"Re-matched on dated encounters","63/2560","38/7893","10.24 (7.87 to 13.10)","2.28 (1.61 to 3.13)","4.64 (3.10 to 6.93)",7.775e-14,0.233,2.78,0.64,2.14,47,"after matching"
