"cohort","iih","comparator","iih_rate","ctl_rate","HR","p","ph_p","cif3_iih","cif3_ctl","risk_diff_pp","NNH"
"Final re-match, both arms on dated encounters","66/2481","66/7916","11.11 (8.59 to 14.14)","3.94 (3.05 to 5.01)","2.93 (2.08 to 4.14)",7.844e-10,0.566,3.01,1.03,1.98,50
